City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tura,25.5198,90.2201,18.51,53,4,0.74,IN,1675044156
364,rocha,-34.4833,-54.3333,20.94,80,74,2.9,UY,1675043866
365,kempsey,-31.0833,152.8333,24.97,85,100,0.89,AU,1675044156
366,sainte-rose,16.3324,-61.6979,25.1,88,40,1.54,GP,1675044005
367,mareeba,-17.0,145.4333,29.69,77,88,2.99,AU,1675044158
368,bonthe,7.5264,-12.505,24.53,92,43,2.39,SL,1675044159
369,grand-bourg,15.8835,-61.3148,21.97,71,7,5.84,GP,1675044160
370,nouadhibou,20.931,-17.0347,16.42,76,99,8.42,MR,1675044064
371,yelizovo,53.1873,158.3805,2.08,48,75,9.0,RU,1675044161
372,sept-iles,50.2001,-66.3821,-15.53,81,100,3.6,CA,1675044016
373,erenhot,43.6475,111.9767,-11.11,69,0,3.33,CN,1675044162
374,sao filipe,14.8961,-24.4956,21.34,69,93,6.49,CV,1675044163
375,itarema,-2.9248,-39.9167,24.95,86,8,3.8,BR,1675044164
376,walvis bay,-22.9575,14.5053,17.27,84,0,6.01,NA,1675044165
377,paamiut,61.994,-49.6678,-6.22,70,100,5.6,GL,1675044165
378,da nang,16.0678,108.2208,17.99,72,75,0.51,VN,1675044017
379,curup,-3.4667,102.5333,23.66,80,91,0.77,ID,1675044165
380,praia,14.9215,-23.5087,20.3,68,40,7.72,CV,1675043853
381,port-gentil,-0.7193,8.7815,27.05,79,24,3.94,GA,1675044166
382,mahabaleshwar,17.9167,73.6667,11.78,86,13,1.7,IN,1675044166
383,ust-uda,54.1742,103.0304,-11.04,95,100,0.46,RU,1675044166
384,kayerkan,69.3497,87.7602,-21.8,99,100,0.28,RU,1675044167
385,hovd,48.0056,91.6419,-15.83,68,1,2.39,MN,1675044167
386,wuwei,37.9281,102.6414,-0.35,26,0,1.01,CN,1675044167
387,inta,66.0317,60.1659,-11.37,94,100,6.54,RU,1675044168
388,rawson,-43.3002,-65.1023,33.08,18,0,14.68,AR,1675044170
389,teguldet,57.3064,88.1667,-9.86,93,100,4.95,RU,1675044170
390,bogale,16.2833,95.4,25.15,56,7,1.79,MM,1675044170
391,tuatapere,-46.1333,167.6833,20.68,66,100,3.07,NZ,1675044171
392,corn island,12.1694,-83.0418,26.7,73,98,8.59,NI,1675044171
393,timaru,-44.4,171.25,21.71,73,96,3.59,NZ,1675044166
394,mackay,-21.15,149.2,32.05,67,68,2.82,AU,1675044171
395,qiongshan,20.0058,110.3542,17.21,42,21,5.11,CN,1675044172
396,san andres,12.5847,-81.7006,26.57,76,90,9.1,CO,1675044172
397,nuuk,64.1835,-51.7216,-3.78,69,100,5.03,GL,1675043934
398,santiago de chuco,-8.15,-78.1833,11.55,90,100,0.83,PE,1675044172
399,leningradskiy,69.3833,178.4167,-20.8,97,61,2.71,RU,1675044173
400,clyde river,70.4692,-68.5914,-26.5,94,100,3.93,CA,1675044173
401,oriximina,-1.7656,-55.8661,23.89,90,96,1.53,BR,1675044175
402,road town,18.4167,-64.6167,25.32,75,4,10.37,VG,1675044176
403,angoche,-16.2325,39.9086,24.86,89,1,1.49,MZ,1675044176
404,perth,-31.9333,115.8333,35.57,26,0,4.63,AU,1675044033
405,waipawa,-41.4122,175.5153,23.44,62,100,1.79,NZ,1675044180
406,ellisras,-23.6649,27.7443,18.75,89,76,3.31,ZA,1675044180
407,izhma,65.0083,53.9113,-11.6,94,100,3.86,RU,1675044180
408,estacion coahuila,32.1939,-115.0017,15.34,42,0,5.55,MX,1675044181
409,jalapa,19.5333,-96.9167,14.24,92,20,1.58,MX,1675044027
410,dingle,10.9995,122.6711,24.27,94,100,4.88,PH,1675044181
411,brigantine,39.4101,-74.3646,8.9,76,100,4.12,US,1675044182
412,hambantota,6.1241,81.1185,21.19,100,75,0.51,LK,1675044182
413,sola,-13.8833,167.55,27.15,78,100,6.7,VU,1675044183
414,shelbyville,35.4834,-86.4603,10.4,47,100,0.0,US,1675044184
415,marshall,34.3834,-86.3333,10.86,91,100,1.54,US,1675044184
416,tulca,45.1667,28.8,-4.98,80,20,4.63,RO,1675044185
417,idah,7.1065,6.7342,26.07,77,100,1.44,NG,1675044187
418,atar,20.5169,-13.0499,14.76,43,89,3.83,MR,1675044191
419,zhangjiakou,40.81,114.8794,-4.34,39,0,0.38,CN,1675044195
420,foki,56.693,54.3499,-17.81,99,87,2.5,RU,1675044196
421,honiara,-9.4333,159.95,27.04,77,100,1.47,SB,1675044197
422,rucar,45.4,25.1667,-7.37,93,68,2.04,RO,1675044198
423,nemuro,43.3236,145.575,-5.35,48,7,1.37,JP,1675044199
424,toora-khem,52.4675,96.11,-14.43,97,100,0.24,RU,1675044199
425,tahlequah,35.9154,-94.97,-2.73,86,100,4.63,US,1675044201
426,valasske klobouky,49.1406,18.0076,-4.55,87,80,1.34,CZ,1675044202
427,kargasok,59.0556,80.8572,-15.78,100,90,1.94,RU,1675044202
428,shimoda,34.6667,138.95,8.95,52,2,10.46,JP,1675044203
429,prabumulih,-3.45,104.25,25.14,86,100,2.87,ID,1675044204
430,lavrentiya,65.5833,-171.0,-5.2,95,100,7.38,RU,1675044206
431,talnakh,69.4865,88.3972,-21.48,100,99,1.12,RU,1675043939
432,warrnambool,-38.3833,142.4833,18.87,58,100,4.94,AU,1675044207
433,scalea,39.813,15.7956,7.64,66,1,3.35,IT,1675044209
434,bagdarin,54.4333,113.6,-17.67,85,100,0.38,RU,1675044209
435,chlorakas,34.8042,32.4083,9.49,87,40,1.54,CY,1675044210
436,pokrovsk,48.282,37.1758,-1.78,94,96,2.18,UA,1675044212
437,boca do acre,-8.7522,-67.3978,22.47,98,92,1.15,BR,1675044215
438,chapais,49.7834,-74.8492,-24.84,99,39,0.68,CA,1675044217
439,severo-yeniseyskiy,60.3725,93.0408,-14.35,95,100,3.01,RU,1675044218
440,hofn,64.2539,-15.2082,-2.02,66,8,7.17,IS,1675044218
441,anito,12.4497,125.2886,24.33,96,100,5.29,PH,1675044219
442,fulton,33.7668,-84.4499,10.22,88,100,2.57,US,1675044220
443,hami,42.8,93.45,-7.48,35,0,0.93,CN,1675044221
444,coruripe,-10.1256,-36.1756,24.9,82,8,3.61,BR,1675044222
445,hidrolandia,-4.4081,-40.4378,23.64,77,19,1.09,BR,1675044222
446,iralaya,15.0,-83.2333,25.18,76,12,5.63,HN,1675044222
447,lensk,60.7253,114.9278,-17.24,97,100,1.46,RU,1675044223
448,bathsheba,13.2167,-59.5167,24.34,73,20,4.12,BB,1675044224
449,barahona,18.2085,-71.1008,23.66,80,6,2.56,DO,1675044224
450,el tocuyo,9.7873,-69.7937,18.7,77,9,0.88,VE,1675044224
451,el campo,29.1966,-96.2697,21.58,100,100,3.09,US,1675043999
452,kropotkin,45.4375,40.5756,3.54,79,100,2.71,RU,1675044225
453,sao luiz gonzaga,-28.4083,-54.9608,24.35,32,26,3.34,BR,1675044225
454,upata,8.0086,-62.3989,21.22,87,6,1.88,VE,1675044225
455,bundaberg,-24.85,152.35,29.56,63,48,1.34,AU,1675044226
456,pokhara,28.2333,83.9833,15.68,15,1,2.09,NP,1675043542
457,sechura,-5.5569,-80.8222,23.66,68,6,5.81,PE,1675044226
458,lagoa,39.05,-27.9833,14.41,72,100,6.27,PT,1675044001
459,iberia,29.9502,-91.7507,21.98,94,100,5.66,US,1675044227
460,arlit,18.7369,7.3853,14.53,6,28,3.59,NE,1675044228
461,linhares,-19.3911,-40.0722,22.27,95,100,0.85,BR,1675044228
462,kattivakkam,13.2167,80.3167,25.05,78,97,4.61,IN,1675044229
463,skreia,60.65,10.9333,2.41,67,44,4.55,NO,1675044229
464,boende,-0.2167,20.8667,20.37,96,64,1.13,CD,1675044229
465,takoradi,4.8845,-1.7554,25.78,87,55,2.73,GH,1675044231
466,peleduy,59.6289,112.7406,-11.84,96,100,1.4,RU,1675044231
467,solnechnyy,50.7214,136.6319,-22.88,90,33,1.94,RU,1675044231
468,bandrele,-12.9067,45.1914,25.86,89,0,1.54,YT,1675044233
469,talaya,61.3833,152.75,-21.44,94,100,3.71,RU,1675044234
470,raudeberg,61.9875,5.1352,3.37,55,100,11.51,NO,1675044234
471,havoysund,70.9963,24.6622,-0.87,95,100,3.93,NO,1675044236
472,nordhorn,52.4333,7.0833,6.63,94,100,9.37,DE,1675044237
473,namibe,-15.1961,12.1522,23.73,77,100,2.11,AO,1675044238
474,sinnamary,5.3833,-52.95,24.53,84,26,3.42,GF,1675044239
475,poum,-20.2333,164.0167,26.59,70,5,6.22,NC,1675044239
476,fortuna,40.5982,-124.1573,9.99,57,0,2.06,US,1675044239
477,armacao de pera,37.1026,-8.357,8.38,55,0,4.3,PT,1675044240
478,khani,41.9563,42.9566,0.76,97,100,1.21,GE,1675044240
479,sann,26.0418,68.1378,11.85,47,0,3.95,PK,1675044241
480,gaeta,41.2183,13.5628,5.41,66,34,1.59,IT,1675044242
481,talara,-4.5772,-81.2719,22.97,79,6,3.83,PE,1675044242
482,henties bay,-22.116,14.2845,17.22,84,14,4.38,NA,1675044243
483,carutapera,-1.195,-46.02,24.28,91,100,2.1,BR,1675044244
484,balikpapan,-1.2675,116.8289,26.55,89,20,1.03,ID,1675044244
485,peniche,39.3558,-9.3811,7.28,70,4,4.58,PT,1675044246
486,coihaique,-45.5752,-72.0662,19.97,60,100,2.57,CL,1675044196
487,korla,41.7597,86.1469,-9.51,77,88,3.2,CN,1675044250
488,novara,45.5853,8.5778,3.26,93,4,1.05,IT,1675044250
489,juneau,58.3019,-134.4197,0.12,100,95,0.99,US,1675043983
490,arman,59.7,150.1667,-10.81,76,100,5.99,RU,1675044253
491,tessalit,20.1986,1.0114,11.53,12,37,3.77,ML,1675044254
492,tokur,53.1333,132.9,-29.55,93,87,1.32,RU,1675044254
493,taitung,22.7583,121.1444,19.15,59,20,4.63,TW,1675044255
494,abashiri,44.0213,144.2697,-6.5,63,8,2.25,JP,1675044255
495,grindavik,63.8424,-22.4338,-1.74,86,40,3.09,IS,1675044256
496,terra santa,-2.1042,-56.4869,23.57,92,100,0.63,BR,1675044256
497,tinaquillo,9.9186,-68.3047,19.41,89,9,2.53,VE,1675044257
498,petropavlovsk-kamchatskiy,53.0452,158.6483,1.33,48,75,9.0,RU,1675044077
499,am timan,11.0297,20.2827,25.55,18,100,2.26,TD,1675044259
500,dutse,11.7594,9.3392,22.7,17,36,3.3,NG,1675044221
501,alofi,-19.0595,-169.9187,27.47,74,85,4.64,NU,1675044259
502,narsaq,60.9167,-46.05,-9.88,71,100,3.57,GL,1675044260
503,den helder,52.9599,4.7593,7.99,89,75,11.62,NL,1675044260
504,tucuman,-26.8241,-65.2226,21.72,96,66,1.42,AR,1675044025
505,saint-leu,-21.15,55.2833,25.48,80,100,3.64,RE,1675044262
506,mount isa,-20.7333,139.5,28.87,70,75,5.14,AU,1675044263
507,paulo ramos,-4.2167,-45.1833,22.7,95,53,1.75,BR,1675044122
508,aras,42.5617,-2.356,1.23,81,100,1.54,ES,1675044264
509,yaan,7.3833,8.5667,27.34,62,100,3.91,NG,1675044265
510,rexburg,43.826,-111.7897,-21.01,59,0,3.6,US,1675044266
511,keita,14.7551,5.7749,20.49,9,100,2.63,NE,1675044267
512,diamantino,-14.4086,-56.4461,21.36,94,15,1.63,BR,1675044268
513,vorukh,39.8494,70.5838,-0.38,60,100,3.37,TJ,1675044271
514,macapa,0.0389,-51.0664,24.01,91,8,3.18,BR,1675044272
515,shumikha,55.2261,63.2961,-17.11,97,100,2.88,RU,1675044273
516,maltahohe,-24.8333,16.9833,22.97,30,7,1.13,NA,1675044275
517,togur,58.3631,82.8265,-10.59,95,99,2.82,RU,1675044278
518,quatre cocos,-20.2078,57.7625,25.05,84,100,1.96,MU,1675044280
519,fatwa,25.5167,85.3167,14.05,59,83,0.77,IN,1675044280
520,porto santo,33.072,-16.3415,13.21,67,40,3.09,PT,1675044281
521,butiama,-1.7667,33.9667,16.24,62,36,1.93,TZ,1675044281
522,nilokheri,29.8333,76.9167,10.98,95,100,4.63,IN,1675044281
523,ngaoundere,7.3167,13.5833,20.82,24,78,0.98,CM,1675044282
524,bengkulu,-3.8004,102.2655,26.83,75,100,1.79,ID,1675044282
525,leshukonskoye,64.8989,45.7622,-8.37,93,100,4.16,RU,1675044282
526,vadodara,22.3,73.2,19.98,94,40,3.09,IN,1675044283
527,killarney,52.05,-9.5167,6.42,77,100,2.62,IE,1675044030
528,la victoria,10.2184,-67.3302,19.0,92,6,2.12,VE,1675044283
529,kununurra,-15.7667,128.7333,27.99,78,100,4.12,AU,1675044177
530,verkhniy avzyan,53.5289,57.5372,-18.61,100,100,0.89,RU,1675044284
531,yarada,17.65,83.2667,24.18,88,20,2.57,IN,1675044284
532,lamar,33.6668,-95.5836,-0.76,96,100,6.69,US,1675044284
533,matay,28.419,30.7792,13.19,71,46,7.61,EG,1675044285
534,pacific grove,36.6177,-121.9166,10.37,79,75,3.13,US,1675044285
535,lorengau,-2.0226,147.2712,28.89,73,27,1.73,PG,1675044285
536,presidencia roque saenz pena,-26.7852,-60.4388,27.5,53,48,2.7,AR,1675044286
537,erice,38.037,12.5865,4.65,80,9,3.1,IT,1675044286
538,ayan,56.45,138.1667,-22.08,68,92,5.84,RU,1675044286
539,panaba,21.2833,-88.2667,23.36,82,50,4.28,MX,1675044286
540,garcia,25.8167,-100.5833,25.65,53,76,3.78,MX,1675044287
541,bibiani,6.4635,-2.3194,21.87,93,59,0.68,GH,1675044287
542,kundiawa,-6.0167,144.9667,26.94,54,76,0.7,PG,1675044288
543,mantua,45.1667,10.7833,-0.42,84,13,2.77,IT,1675044288
544,ostrovnoy,68.0531,39.5131,-3.41,89,100,10.12,RU,1675044160
545,isangel,-19.55,169.2667,28.75,72,100,0.63,VU,1675044290
546,jiuquan,39.7432,98.5174,-6.68,49,1,1.87,CN,1675044290
547,mezen,65.8522,44.24,-5.79,95,100,4.7,RU,1675044290
548,yenagoa,4.9247,6.2642,25.13,89,100,1.52,NG,1675044009
549,alta floresta,-9.8756,-56.0861,20.95,98,29,0.43,BR,1675044292
550,klaksvik,62.2266,-6.589,1.51,71,99,15.35,FO,1675044292
551,marevo,57.3146,32.0804,-1.46,90,100,5.49,RU,1675044293
552,berlin,52.5244,13.4105,2.21,82,100,9.77,DE,1675043840
553,nkhotakota,-12.9274,34.2961,22.1,90,100,1.2,MW,1675044294
554,auki,-8.7676,160.7034,27.4,80,100,3.01,SB,1675044162
555,misratah,32.3754,15.0925,12.19,54,2,7.8,LY,1675044294
556,linqiong,30.4159,103.4609,8.45,47,0,0.5,CN,1675044294
557,rajanpur,29.1035,70.325,10.35,51,0,5.14,PK,1675044295
558,barra do bugres,-15.0725,-57.1811,21.8,96,28,1.44,BR,1675044296
559,hasaki,35.7333,140.8333,7.94,59,26,5.02,JP,1675044297
560,tocopilla,-22.092,-70.1979,21.81,79,100,0.9,CL,1675044297
561,dwarka,22.2394,68.9678,18.51,53,0,5.45,IN,1675044297
562,koungou,-12.7336,45.2042,25.84,89,0,1.54,YT,1675044297
563,san jose,37.3394,-121.895,9.61,76,100,4.12,US,1675043761
564,sitka,57.0531,-135.33,2.94,75,75,1.54,US,1675044268
565,sao joao da barra,-21.6403,-41.0511,25.19,86,100,9.07,BR,1675044296
566,nagapattinam,10.7667,79.8333,24.1,86,100,2.79,IN,1675044299
567,lukoyanov,55.0277,44.4786,-12.07,99,100,2.46,RU,1675044299
568,bulgan,48.8125,103.5347,-15.33,80,4,2.26,MN,1675044300
569,coolidge,32.9778,-111.5176,15.53,32,0,4.63,US,1675044300
570,san lawrenz,36.0553,14.204,8.67,64,57,6.11,MT,1675044300
571,bilibino,68.0546,166.4372,-10.25,86,100,2.87,RU,1675044300
572,krasnoselkup,65.7,82.4667,-28.98,100,100,1.79,RU,1675044281
573,hualmay,-11.0964,-77.6139,22.2,83,100,2.94,PE,1675044301
574,harper,4.375,-7.7169,25.11,86,100,2.26,LR,1675044068
575,suluq,31.6682,20.2521,11.07,67,3,4.15,LY,1675044301
576,santa cruz,-17.8,-63.1667,22.7,94,100,1.03,BO,1675044204
577,skibbereen,51.55,-9.2667,7.28,81,100,4.23,IE,1675044302
578,narathiwat,6.3333,101.75,23.29,94,100,2.14,TH,1675044303
579,nyurba,63.2842,118.3319,-35.02,100,96,1.43,RU,1675044305
580,nishihara,26.1842,127.7558,15.81,52,75,6.69,JP,1675044271
581,rio muerto,27.4167,-110.2333,15.29,64,0,2.4,MX,1675044305
582,patnagarh,20.7167,83.15,19.04,61,2,0.88,IN,1675044306
583,jati,24.3539,68.2671,15.29,56,0,3.59,PK,1675044307
584,nizwa,22.9333,57.5333,14.94,64,0,1.43,OM,1675044307
585,slawno,54.3628,16.6789,1.03,96,100,10.05,PL,1675044308
586,majene,-3.5403,118.9707,29.11,68,96,1.86,ID,1675044310
587,dunedin,-45.8742,170.5036,20.11,63,84,3.49,NZ,1675044038
588,encruzilhada,-15.5314,-40.9094,18.61,98,77,1.79,BR,1675044312
589,mont-de-marsan,44.0,-0.6667,2.9,87,100,1.54,FR,1675044312
590,loralai,30.3705,68.598,1.87,74,44,2.54,PK,1675044315
591,tornio,65.8481,24.1466,-1.99,98,100,4.95,FI,1675044316
592,srednekolymsk,67.45,153.6833,-24.5,96,100,5.12,RU,1675044317
